ID,Kpi,Grade,wbs,contractor,date
5342,safety on site,67,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",SERVINDLIZ,03/06/2022
5341,infrastructure safety inspection,64,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones,03/06/2022
5340,safety on site,69,"central station monitoring service or a central station fire alarm system. These systems provide continuous monitoring of fire alarm systems, ensuring immediate notification to emergency responders in the event of a fire or other emergency",Idinsa,03/06/2022
5339,infrastructure safety inspection,62,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones,03/06/2022
5338,safety on site,64,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones,03/06/2022
5337,formwork placement,70,"central station monitoring service or a central station fire alarm system. These systems provide continuous monitoring of fire alarm systems, ensuring immediate notification to emergency responders in the event of a fire or other emergency",Idinsa,03/06/2022
5336,steel assembly,64,"central station monitoring service or a central station fire alarm system. These systems provide continuous monitoring of fire alarm systems, ensuring immediate notification to emergency responders in the event of a fire or other emergency",Idinsa,03/06/2022
5335,plastic pipe welder machine,68,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion,03/06/2022
5334,thermofusion fusion,63,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion,03/06/2022
5333,scissor lift,64,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",GG,03/06/2022
5332,rebar,64,"central station monitoring service or a central station fire alarm system. These systems provide continuous monitoring of fire alarm systems, ensuring immediate notification to emergency responders in the event of a fire or other emergency",Idinsa,03/06/2022
5331,crane,65,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",GG,03/06/2022
5330,lifting ,63,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",GG,03/06/2022
5329,metal structure assembly,64," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Matesa,03/06/2022
5328,safety on site,64," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Matesa,03/06/2022
5327,scissor lift,64," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Matesa,03/06/2022
5326,infrastructure safety inspection,63,"manufacturing plant or industrial facility, is where raw materials are transformed into finished goods through production processes. It involves the use of machinery, specialized equipment, trained personnel to assemble, process, or manufacture items",Jaguar,03/06/2022
5325,safety on site,66,"manufacturing plant or industrial facility, is where raw materials are transformed into finished goods through production processes. It involves the use of machinery, specialized equipment, trained personnel to assemble, process, or manufacture items",Jaguar,03/06/2022
5324,dump truck ,70,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones,03/06/2022
5323,pipe,57,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones,03/06/2022
5322,safety on site,64,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones,03/06/2022
5321,formwork placement,63,"A telecommunications system with a technological infrastructure that enables the transmission and reception of information remotely, using various media such as electrical, optical, or electromagnetic signals",ROCCA,03/06/2022
5320,safety on site,66,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Makila,03/06/2022
5319,welding machine,65,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",Energy Control,02/06/2022
5318,safety on site,63,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",Energy Control,02/06/2022
5317,excavator,77,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",SISTEMIdinsa,02/06/2022
5316,crane,64," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Matesa,03/06/2022
5315,titan crane,73,"Construction of cooling towers. Structures designed to cool the water used in industrial and commercial systems. Their primary function is to remove heat from water-cooled systems, such as chillers, air conditioning systems, and process equipment.",FOSMON,02/06/2022
5314,lifting ,68," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Matesa,03/06/2022
5313,backfilling and site improvement,69,"Construction of cooling towers. Structures designed to cool the water used in industrial and commercial systems. Their primary function is to remove heat from water-cooled systems, such as chillers, air conditioning systems, and process equipment.",FOSMON,02/06/2022
5312,scissor lift,68,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Matesa,03/06/2022
5311,structural steel,67,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Matesa,03/06/2022
5310,rebar,51,"Construction of cooling towers. Structures designed to cool the water used in industrial and commercial systems. Their primary function is to remove heat from water-cooled systems, such as chillers, air conditioning systems, and process equipment.",FOSMON,02/06/2022
5309,safety on site,67,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Matesa,03/06/2022
5308,dump truck ,69,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",SISTEMIdinsa,03/06/2022
5307,drum roller compactor,68,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",SISTEMIdinsa,03/06/2022
5306,safety on site,61,"Construction of cooling towers. Structures designed to cool the water used in industrial and commercial systems. Their primary function is to remove heat from water-cooled systems, such as chillers, air conditioning systems, and process equipment.",FOSMON,02/06/2022
5305,safety excavation,57,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",SISTEMIdinsa,03/06/2022
5304,bricks,74,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX,02/06/2022
5303,backhoe loader ,65,"manufacturing plant or industrial facility, is where raw materials are transformed into finished goods through production processes. It involves the use of machinery, specialized equipment, trained personnel to assemble, process, or manufacture items",Diaz Iga,02/06/2022
5302,pipe,72,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",HIDROTIC,01/06/2022
5301,safety excavation,59,"manufacturing plant or industrial facility, is where raw materials are transformed into finished goods through production processes. It involves the use of machinery, specialized equipment, trained personnel to assemble, process, or manufacture items",Diaz Iga,02/06/2022
5300,lifting ,70,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,01/06/2022
5299,safety on site,64,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,01/06/2022
5298,titan crane,71,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",BAYSA,01/06/2022
5297,excavator,67,"manufacturing plant or industrial facility, is where raw materials are transformed into finished goods through production processes. It involves the use of machinery, specialized equipment, trained personnel to assemble, process, or manufacture items",Diaz Iga,02/06/2022
5296,lifting ,73,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",BAYSA,01/06/2022
5295,structural steel,67,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",BAYSA,01/06/2022
5294,manual cutting with machine,67,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",BAYSA,01/06/2022
5293,oxycut,69,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",Aw AZTECA,01/06/2022
5292,safety excavation,53,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,01/06/2022
5291,lifting ,73,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",Aw AZTECA,01/06/2022
5290,welding machine,65,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",Aw AZTECA,01/06/2022
5289,pipe,69,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",Aw AZTECA,01/06/2022
5288,welding on steel pipe,69,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",Aw AZTECA,01/06/2022
5287,plastic pipe welder machine,68,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion,01/06/2022
5286,titan crane,74,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",Aw AZTECA,01/06/2022
5285,thermofusion fusion,67,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion,01/06/2022
5284,scissor lift,68,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",Aw AZTECA,01/06/2022
5283,titan crane,70,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,01/06/2022
5282,lifting ,70,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,01/06/2022
5281,safety on site,66,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",FOSMON,01/06/2022
5280,infrastructure safety inspection,60,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",FOSMON,01/06/2022
5279,scissor lift,65," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Montgar,01/06/2022
5278,metal structure assembly,65," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Montgar,01/06/2022
5277,Colocacion de Anclas,66,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Idinsa,01/06/2022
5276,titan crane,69," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Montgar,01/06/2022
5275,dump truck ,72,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Idinsa,01/06/2022
5274,lifting ,68," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Montgar,01/06/2022
5273,scaffold,68,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Idinsa,01/06/2022
5272,safety on site,67,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Idinsa,01/06/2022
5271,safety on site,69,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Sisttemex,01/06/2022
5270,scissor lift,68,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Sisttemex,01/06/2022
5269,safety excavation,53,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Hercules,31/05/2022
5268,titan crane,68,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Sisttemex,01/06/2022
5267,structural steel,66," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex,31/05/2022
5266,lifting ,68,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Sisttemex,01/06/2022
5265,welding machine,70,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",HIDROTIC,01/06/2022
5264,welding on steel pipe,68,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",HIDROTIC,01/06/2022
5263,rammer compactor,72,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,31/05/2022
5262,welding machine,67,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",HIDROTIC,01/06/2022
5261,backfilling and site improvement,67,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,31/05/2022
5260,welding on steel pipe,66,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",HIDROTIC,01/06/2022
5259,drum roller compactor,67,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,31/05/2022
5258,scissor lift,65,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex,01/06/2022
5257,structural steel,63,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex,01/06/2022
5256,safety on site,58,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,31/05/2022
5255,structural steel,63,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",BAYSA,01/06/2022
5254,HDPE pipe,56,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,31/05/2022
5253,crane,66,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",BAYSA,01/06/2022
5252,formwork placement,68,"A telecommunications system with a technological infrastructure that enables the transmission and reception of information remotely, using various media such as electrical, optical, or electromagnetic signals",EIMEX,31/05/2022
5251,safety on site,56,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",BAYSA,01/06/2022
5250,safety on site,68,"A telecommunications system with a technological infrastructure that enables the transmission and reception of information remotely, using various media such as electrical, optical, or electromagnetic signals",EIMEX,31/05/2022
5249,soil stockpile,76,"Security wall composed of stone, brick, concrete, concrete blocks, masonry or similar materials, together with footings, pilasters, outriggers, grillwork, gates and other appurtenances, constructed around the perimeter of a subdivision ",Idinsa,31/05/2022
5248,drum roller compactor,71,"Security wall composed of stone, brick, concrete, concrete blocks, masonry or similar materials, together with footings, pilasters, outriggers, grillwork, gates and other appurtenances, constructed around the perimeter of a subdivision ",Idinsa,31/05/2022
5247,safety on site,68,"Security wall composed of stone, brick, concrete, concrete blocks, masonry or similar materials, together with footings, pilasters, outriggers, grillwork, gates and other appurtenances, constructed around the perimeter of a subdivision ",Idinsa,31/05/2022
5246,formwork placement,64,"A telecommunications system with a technological infrastructure that enables the transmission and reception of information remotely, using various media such as electrical, optical, or electromagnetic signals.",JM Y CM construcciones,27/05/2022
5245,Colocacion de Anclas,69,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",JM Y CM construcciones,27/05/2022
5244,formwork placement,65,"A telecommunications system with a technological infrastructure that enables the transmission and reception of information remotely, using various media such as electrical, optical, or electromagnetic signals.",JM Y CM construcciones,27/05/2022
5243,steel assembly,63,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",JM Y CM construcciones,27/05/2022
5242,lifting ,68,"A telecommunications system with a technological infrastructure that enables the transmission and reception of information remotely, using various media such as electrical, optical, or electromagnetic signals.",JM Y CM construcciones,27/05/2022
5241,scaffold,65,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa,27/05/2022
5240,infrastructure safety inspection,65,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa,27/05/2022
5239,scaffold,65,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa,27/05/2022
5238,safety on site,65,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa,27/05/2022
5237,excavator,67,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Proyecta,27/05/2022
5236,safety excavation,60,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Proyecta,27/05/2022
5235,backhoe loader ,64,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Proyecta,27/05/2022
5234,infrastructure safety inspection,66,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Proyecta,27/05/2022
5233,safety on site,67,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Proyecta,27/05/2022
5232,safety excavation,62,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",SISTEMIdinsa,26/05/2022
5231,welding machine,69,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",JABC,26/05/2022
5230,welding on steel pipe,66,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",JABC,26/05/2022
5229,scaffold,65,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,STIN.,26/05/2022
5228,scissor lift,67,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",HIDROTIC,26/05/2022
5227,crane,67,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",HIDROTIC,26/05/2022
5226,lifting ,66,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",HIDROTIC,26/05/2022
5225,safety on site,62,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones,27/05/2022
5224,bricks,67,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones,27/05/2022
5223,scaffold,61,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones,27/05/2022
5222,drum roller compactor,68,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones,27/05/2022
5221,motor grader,62,"A buried system refers to any system, object, or structure that is positioned beneath the surface of the ground. This can include various elements like pipes, cables, storage tanks, and even entire structures",Idinsa,26/05/2022
5220,lifting ,75,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",JABC,26/05/2022
5219,lifting ,75,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA,26/05/2022
5218,welding,69,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",GCI,26/05/2022
5217,manual cutting with machine,70,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",GCI,26/05/2022
5216,anchors and screw elements,64," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex,26/05/2022
5215,crane,69," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex,26/05/2022
5214,lifting ,73," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex,26/05/2022
5213,structural steel,63," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex,26/05/2022
5212,electric generator,69,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",SISTEMIdinsa,26/05/2022
5211,welding on steel pipe,66,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",SISTEMIdinsa,26/05/2022
5210,pipe,59,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA,26/05/2022
5209,welding machine,66,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA,26/05/2022
5208,general workshop,55,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA,26/05/2022
5207,electric generator,70," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",GCI,26/05/2022
5206,welding on steel pipe,67,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",GG,26/05/2022
5205,pipe,75,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",GG,26/05/2022
5204,crane,69,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",GG,26/05/2022
5203,lifting ,73,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",GG,26/05/2022
5202,safety on site,66,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,26/05/2022
5201,welding on steel pipe,67,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,26/05/2022
5200,welding machine,66,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,26/05/2022
5199,safety on site,67,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,26/05/2022
5198,crane,69,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,26/05/2022
5197,titan crane,74,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,26/05/2022
5196,manual cutting with machine,67,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,26/05/2022
5195,metal structure assembly,69,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,26/05/2022
5194,infrastructure safety inspection,60,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes.1",Idinsa,25/05/2022
5193,safety on site,64,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes.1",Idinsa,25/05/2022
5192,safety on site,57,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",FOSMON,26/05/2022
5191,formwork placement,68,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,26/05/2022
5190,safety on site,55,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,26/05/2022
5189,scissor lift,66,"Building water storage tanks involves choosing the right type, determining the capacity, and preparing the tank's foundation. Then, construction or installation takes place. Factors such as waterproofing and ventilation",Gumex,25/05/2022
5188,crane,68,"Building water storage tanks involves choosing the right type, determining the capacity, and preparing the tank's foundation. Then, construction or installation takes place. Factors such as waterproofing and ventilation",Gumex,25/05/2022
5187,lifting ,67,"Building water storage tanks involves choosing the right type, determining the capacity, and preparing the tank's foundation. Then, construction or installation takes place. Factors such as waterproofing and ventilation",Gumex,25/05/2022
5186,safety on site,66,"Building water storage tanks involves choosing the right type, determining the capacity, and preparing the tank's foundation. Then, construction or installation takes place. Factors such as waterproofing and ventilation",Gumex,25/05/2022
5185,concrete pouring,68,"Building water storage tanks involves choosing the right type, determining the capacity, and preparing the tank's foundation. Then, construction or installation takes place. Factors such as waterproofing and ventilation",OMEGA constructora.,25/05/2022
5184,welding on steel pipe,66,"Building water storage tanks involves choosing the right type, determining the capacity, and preparing the tank's foundation. Then, construction or installation takes place. Factors such as waterproofing and ventilation",Proyecta,25/05/2022
5183,crane,69,"Building water storage tanks involves choosing the right type, determining the capacity, and preparing the tank's foundation. Then, construction or installation takes place. Factors such as waterproofing and ventilation",Proyecta,25/05/2022
5182,safety on site,67,"Building water storage tanks involves choosing the right type, determining the capacity, and preparing the tank's foundation. Then, construction or installation takes place. Factors such as waterproofing and ventilation",Proyecta,25/05/2022
5181,backhoe loader ,68,"central station monitoring service or a central station fire alarm system. These systems provide continuous monitoring of fire alarm systems, ensuring immediate notification to emergency responders in the event of a fire or other emergency",OMEGA constructora.,25/05/2022
5180,safety on site,64,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa,25/05/2022
5179,scaffold,61,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa,25/05/2022
5178,backhoe loader ,65,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa,25/05/2022
